question,answer_llm,answer_orig,document
"Do the homeworks depend on OpenAI API credits, or is there a list of no-cost options somewhere in the repo?","No—the homeworks do **not** depend on paid OpenAI API credits. You can complete them with **free or low-cost alternatives** listed in the course repo.

There’s a curated list here:
- **OpenAI API alternatives / Awesome LLMs:** https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives

You can also use other providers or even run models locally with tools like Ollama, vLLM, or LM Studio.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Why does the course recommend uv over pip and virtualenv for setup?,"The course recommends `uv` because it’s **fast, convenient, and all-in-one**. It replaces several traditional tools like `pip` and `virtualenv`, so instead of managing Python versions, virtual environments, and dependencies separately, you can do it with one fast command and reproducible lockfiles.

That said, you **don’t have to use it** — `pip` and `virtualenv` still work fine. The main reason the lessons use `uv` is that it makes setup simpler and faster.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
What makes uv a better choice than using several separate Python tools?,"uv is a better choice because it’s **fast and convenient** and replaces several separate tools in one workflow. Instead of using multiple commands and managing **pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine** separately, uv lets you handle **Python versions, virtual environments, dependencies, and reproducible lockfiles** with one tool.

So the main benefits are:

- **One tool instead of many**
- **Simpler setup**
- **Faster workflow**
- **Reproducible environments**

You don’t have to use it, though — **pip and virtualenv still work fine**.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
"Do I have to use uv, or can I still use pip and virtualenv in this course?","No — you’re not required to use `uv`. `pip` and `virtualenv` still work fine in this course. The lessons use `uv` because it’s faster and simpler, but it’s optional.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
How does uv help with managing Python versions and dependencies?,"`uv` helps by giving you one fast tool to manage **Python versions, virtual environments, and dependencies** all together.

Instead of using separate tools like `pip`, `virtualenv`, `pyenv`, and others, `uv` handles them in one place and creates **reproducible lockfiles**. This makes setup simpler and faster.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
Is there a reason the lessons use uv instead of traditional tools like poetry or pyenv?,"Yes — the course uses `uv` because it’s fast and convenient. It replaces several traditional tools in one place, including `pip`, `virtualenv`, `pip-tools`, `pipx`, `poetry`, `pyenv`, and `twine`, so you don’t have to juggle multiple tools for Python versions, virtual environments, and dependencies.

You’re not required to use it, though. `pip` and `virtualenv` still work fine; `uv` is just used in the lessons because it makes setup simpler and faster.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
Why does my Jupyter notebook keep saying the OPENAI_API_KEY is missing?,"Make sure you installed and used `python-dotenv`:

```bash
pip install python-dotenv
```

Then load your `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv
load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Do I need python-dotenv before loading my .env file in the notebook?,"Yes. In the course notebooks, you should install `python-dotenv` and then call `load_dotenv()` before creating the client or reading the key.

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv
load_dotenv()
```

Also make sure your `.env` contains `OPENAI_API_KEY` exactly.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Where should I call load_dotenv() so the OpenAI client can see my API key?,"Call `load_dotenv()` **before** you create the `OpenAI` client, so the API key is already in the environment when `os.getenv(...)` runs.

Example:

```python
from dotenv import load_dotenv
import os
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)
```

","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What if my API key is in .env but the notebook still can't find it?,"Make sure your notebook is actually loading the `.env` file.

In the course, the fix is to use `python-dotenv`:

```bash
pip install python-dotenv
```

Then, at the top of the notebook, load the variables before creating the client:

```python
from dotenv import load_dotenv
load_dotenv()
```

Also check that:

- the variable name in `.env` is exactly `OPENAI_API_KEY`
- the `.env` file is in the same working directory as the notebook, or you pass the path to `load_dotenv()`

If it still doesn’t work, I don’t know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Is OPENAI_API_KEY the exact variable name I need to use in .env?,"Yes — in the `.env` file, the variable name should be exactly:

```env
OPENAI_API_KEY=sk-...
```

And in Python you can load it with:

```python
os.getenv(""OPENAI_API_KEY"")
```

","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How do I keep my API keys in a .env file and load them in Python?,"Store your keys in a `.env` file and load them with `python-dotenv`.

1. Add `.env` to `.gitignore`:
```gitignore
.env
```

2. Create a `.env` file:
```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

3. Install `python-dotenv` if needed:
```bash
pip install python-dotenv
```

4. Load the variables in Python:
```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```

If you're using a Jupyter notebook, make sure to call `load_dotenv()` before creating the client.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What’s the easiest way to use python-dotenv for reading OPENAI_API_KEY and other keys?,"The easiest way is:

1. Install `python-dotenv`:
```bash
pip install python-dotenv
```

2. Put your keys in a `.env` file:
```env
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

3. Load them in Python:
```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```

If you’re using Jupyter, call `load_dotenv()` before creating the client.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
Should I put .env in .gitignore before adding my secret keys?,"Yes — add `.env` to `.gitignore` **before** putting any secret keys in it.

Use:

```gitignore
.env
```

The course recommends keeping API keys in a `.env` file and never committing that file to GitHub.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
How can I access keys like GROQ_API_KEY from environment variables in my script?,"Use `python-dotenv` to load your `.env` file, then read the variable with `os.getenv()`:

```python
import os
from dotenv import load_dotenv

load_dotenv()

groq_api_key = os.getenv(""GROQ_API_KEY"")
```

Make sure your `.env` contains:

```bash
GROQ_API_KEY=gsk_...
```

And keep `.env` out of Git by adding it to `.gitignore`:

```gitignore
.env
```","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What’s the setup for storing API secrets locally without committing them to Git?,"Use `dirdotenv` to load secrets from a local `.env` file automatically, and keep that file out of Git.

Example setup:

```bash
uv tool install dirdotenv

# add to ~/.bashrc or ~/.zshrc
eval ""$(dirdotenv hook bash)""   # or zsh

# in your project
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

If you already use `direnv`, that also works: put the exports in `.envrc`, run `direnv allow`, and make sure `.envrc` is also in `.gitignore`.

For Python scripts, you can also load the local `.env` with `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()
```

","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
"Can I solve the homework with a different LLM provider than the one suggested, or does it have to be the recommended model?","Yes — you can use a different LLM provider. The recommended model is **not mandatory**.

You can use providers like OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or others. If needed, you may have to adapt the code a bit because response formats, tool schemas, and tokenizers can differ.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Is it okay to use something like Gemini, Groq, Azure OpenAI, OpenRouter, or even a local model for this assignment?","Yes. The homework is not tied to OpenAI.

You can use Gemini, Groq, Azure OpenAI, OpenRouter, local models, or another provider as long as it works with an OpenAI-compatible endpoint or you adapt the code for that provider.

A couple of notes from the course:
- You may need to change the `base_url`, API key, and model name.
- Different providers can have different response formats, tool schemas, and tokenizers.
- The homework is designed so you do not need a paid service.

So in short: yes, it’s okay to use Gemini, Groq, Azure OpenAI, OpenRouter, or a local model.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Do I need a paid API account to finish the homework, or is there a free way to do it?","No — you do **not** need a paid API account to finish the homework. The homework is designed so you can use a **free or locally hosted option** if you prefer.

You can use:
- another hosted provider,
- an OpenAI-compatible API,
- or a **local model** via Ollama, LM Studio, vLLM, etc.

You may need to adjust the code a bit depending on the provider, but a paid account is **not required**.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"If I switch to another provider, what parts of the code usually need to be changed to make it work?","Usually you only need to change a few provider-specific settings:

- `base_url`
- API key
- model name

If the provider is OpenAI-compatible, the rest of the code often works as-is.  
If it’s not fully compatible, you may also need to adapt things like:

- response format
- tool schema
- token counting / tokenizer handling

","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Where can I find a list of alternative APIs or models that are good for this course?,"You can find the list in the course repo here: **[Awesome LLMs](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md)**.

It includes:
- **OpenAI API alternatives**
- Tools for **running models locally**
- Options like hosted OpenAI-compatible providers and open models

","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"How can I use Gemini in the Module 1 notebook through the OpenAI-style endpoint, and what do I need to set up first?","Use the OpenAI-compatible endpoint with Google Gemini by:

1. Saving your Gemini API key in `.env` as something like `GEMINI_API_KEY`
2. Creating an OpenAI client pointed at Google’s base URL
3. Passing the Gemini model name in your request

Example setup from Module 1:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

So first you need:
- a Gemini API key in your `.env`
- the OpenAI client configured with the Gemini base URL
- the Gemini model name you want to use

Also note: this uses the older `chat.completions` style through the OpenAI-compatible endpoint, so you may need to adjust notebook code where it reads responses or handles tools/function calls.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
What should I put in my .env file and how do I create the client for Google Gemini with OpenAI-compatible code?,"Put your Gemini key in your `.env` file, for example:

```env
GEMINI_API_KEY=your_gemini_api_key_here
```

Then load it and create an OpenAI-compatible client like this:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)
```

Example usage:

```python
response = client.chat.completions.create(
    model=""gemini-3.1-flash-lite"",
    messages=[
        {""role"": ""developer"", ""content"": ""You are helpful.""},
        {""role"": ""user"", ""content"": ""Hello!""}
    ]
)

print(response.choices[0].message.content)
```

Also make sure `.env` is added to `.gitignore` so you don’t commit your key:

```gitignore
.env
```

If you want, I can also show the exact `llm()` helper function version for the notebook.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Is there a simple helper function example for calling a Gemini model from the notebook?,"Yes — the notebook example includes a simple helper function called `llm` for calling a Gemini model:

```python
def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

It uses an OpenAI-compatible client pointed at Google’s Gemini endpoint.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Why do the course notebook examples need changes when I switch from Responses to chat completions with Gemini?,"Because the course notebook examples were written for the newer **Responses API** style, but Gemini via the OpenAI-compatible endpoint in these examples is using **chat completions** instead.

That changes a few things in the code:

- **How you call the model**
  - Responses API: `client.responses.create(...)`
  - Gemini/OpenAI-compatible chat: `client.chat.completions.create(...)`

- **How you read the answer**
  - Responses API: `response.output`
  - Chat completions: `response.choices[0].message.content`

- **How tools/function calls are handled**
  - The tools schema and call flow may need adapting to what Gemini expects.

So the notebook examples need changes because the API shape and response format are different.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Which parts of the Module 1 code usually need edits when using Gemini instead of the default OpenAI setup?,"Usually the parts that need edits are:

- the **client initialization**
- the **model name**
- the **helper function that reads the model response**
- any code that handles **tools / function calls**

In particular, the Gemini example switches from the course’s newer **Responses** format to the older **chat completions** style via the OpenAI-compatible endpoint, so you’ll need to adjust where the notebook accesses the returned message content and any tool-call handling.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
"How do I install Ollama on macOS, Windows, or Linux?","To install Ollama:

- **macOS**: Go to [https://ollama.com/download](https://ollama.com/download), download the **`.pkg`** file, and install it.
- **Windows**: Go to [https://ollama.com/download](https://ollama.com/download), download the **`.msi`** file, and install it.
- **Linux**: Run this in your terminal:

```bash
curl -fsSL https://ollama.com/install.sh | sh
```

After installation, you can test it with:

```bash
ollama run llama3
```

This will download the model and start Ollama locally.","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
What’s the command to get Ollama running locally after installation?,"The command is:

```bash
ollama run llama3
```","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
How can I check if the Ollama server is responding on my machine?,"You can check it by running:

```bash
curl http://localhost:11434
```

If the Ollama server is responding, you should get a JSON response, similar to:

```json
{""models"": [...]}
```","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
How do I install the Python Ollama client for use in my code?,"Install the Python client with:

```bash
pip install ollama
```

Then you can use it in your code like this:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```","First, install Ollama by visiting [https://ollama.com/download](https://ollama.com/download) and choosing your operating system:

- **macOS**: Download the `.pkg` and install it.
- **Windows**: Download the `.msi` and install it.
- **Linux**: Run the following command in the terminal:

  ```bash
  curl -fsSL https://ollama.com/install.sh | sh
  ```

Once installed, open a terminal and type:

```bash
ollama run llama3
```

This command will:

- Download the LLaMA 3 model (~4GB).
- Start the model locally.
- Open a chat-like interface where you can type questions.

To test the Ollama local server, run the following command:

```bash
curl http://localhost:11434
```

You should receive a response similar to:

```json
{""models"": [...]}  
```

Then, install the Python client with:

```bash
pip install ollama
```

Here is a minimal Python example:

```python
import ollama

response = ollama.chat(
    model='llama3',
    messages=[{""role"": ""user"", ""content"": your_prompt}]
)

print(response['message']['content'])
```",1d0b969028
